CircuitLength,TrackTemp,AirTemp,prev_stint_length,EventEncoded,DegradationSlope,DegradationBias,DesignedLaps,Humidity,Rainfall,SafetyCar
4909,16.827329192546582,10.62111801242236,0.0,12,-2.1749884615384647,130.42998153846162,63,69.4888198757764,1,0
5063,36.445625,30.786250000000003,0.0,26,-0.1158516483516444,101.32849450549446,62,74.65,0,0
4318,30.74671052631579,20.25592105263158,0.0,3,-0.1252219780219787,73.30851428571428,71,35.13815789473684,0,0
5793,42.928205128205136,29.330128205128204,0.0,15,-0.0539065934065925,88.66043956043953,53,42.32051282051282,0,0
6174,28.40921052631579,25.42039473684211,0.0,25,-0.107985714285711,98.52916666666664,50,59.66447368421053,0,0
5000,35.22879999999999,25.3144,0.0,13,0.1597455882352975,101.57884558823532,53,58.6304,0,0
7004,29.82396694214876,18.568595041322315,0.0,6,-0.3354969696969723,114.89723636363632,44,54.85289256198346,0,0
5513,46.60193548387097,28.12129032258064,0.0,32,-0.5763142857142852,107.58733333333332,56,35.535483870967745,0,0
4657,32.9223076923077,22.203076923076924,0.0,27,-0.3291897233201594,93.20652173913042,66,57.55307692307692,0,0
4381,48.579268292682926,28.808536585365857,0.0,14,-0.8303214285714311,90.84275,70,32.80487804878049,0,0
5281,31.80540540540541,26.76824324324324,0.0,1,-0.2984361538461551,94.34939384615384,58,51.44594594594594,0,0
5793,43.52751677852349,28.885234899328864,0.0,15,-0.1820830769230777,91.05607692307692,53,33.275838926174494,0,0
5412,23.652866242038225,18.22738853503185,0.0,5,0.1382636363636382,97.29759090909091,57,48.82165605095541,0,0
5000,17.99444444444444,18.05,0.0,17,-0.7943952528379759,109.04941520467835,50,47.36111111111112,0,0
5000,29.79272727272728,18.63939393939394,0.0,9,0.3812000000000005,101.1228181818182,56,66.06060606060606,0,0
5281,27.98,23.12148148148148,0.0,1,1.6237030303030346,101.65743636363632,55,55.44666666666667,0,0
5793,41.201398601398594,28.090909090909093,0.0,15,1.1095415019762829,79.51608695652178,53,40.12447552447553,0,0
4381,48.579268292682926,28.808536585365857,0.0,14,-0.0340866873065012,85.60107017543861,70,32.80487804878049,0,0
5412,42.81975308641975,30.617283950617285,0.0,19,-0.186407352941173,98.79949264705884,57,58.858024691358025,1,0
4909,23.2608,18.0304,0.0,12,-0.0932148204736436,82.94219159663866,63,71.1368,0,0
6174,28.40921052631579,25.42039473684211,0.0,25,0.3684882352941203,96.51558823529416,50,59.66447368421053,0,0
5303,38.40208333333333,20.62222222222222,0.0,2,0.2945833333333343,84.92822222222219,58,44.451388888888886,0,0
5303,38.40208333333333,20.62222222222222,0.0,2,0.3809761904761842,84.64658333333334,58,44.451388888888886,0,0
5793,42.928205128205136,29.330128205128204,0.0,15,0.0684759398496218,86.0980285714286,53,42.32051282051282,0,0
4381,48.579268292682926,28.808536585365857,0.0,14,-0.0713007662835232,87.2681674876847,70,32.80487804878049,0,0
5000,38.31453488372093,24.17093023255814,0.0,4,-0.2553461538461496,109.8190769230769,51,55.80523255813954,0,0
5000,41.21,24.860625,0.0,4,1.357327272727275,104.02045454545453,51,49.225,0,0
4259,30.80588235294118,19.00588235294118,0.0,10,-0.3651958041958061,80.85407692307693,72,60.96078431372549,0,0
5000,44.34934210526316,26.70592105263158,0.0,4,-0.4175636363636318,115.91118181818182,51,38.01973684210526,0,0
5891,40.6328125,21.29140625,0.0,7,-3.711154545454544,125.71022727272728,52,44.16796874999999,0,0
5303,37.40833333333334,26.69743589743589,0.0,2,-1.3514155844155842,108.7071082251082,58,43.65384615384615,0,0
5000,23.469291338582668,20.947244094488195,0.0,24,-0.8853137096774216,79.36002822580647,87,58.169291338582674,0,0
5891,30.94105960264901,21.473509933774835,0.0,7,-0.0535192448680355,95.68145454545451,52,56.18543046357616,0,0
4361,24.569911504424784,17.797345132743363,0.0,8,-0.4343253846153876,99.07274461538464,70,73.38053097345133,1,0
4304,45.63947368421053,25.547368421052628,0.0,18,-0.0836096774193566,85.97027419354842,71,23.55263157894737,0,0
5513,40.62857142857143,29.96011904761904,0.0,32,-0.5116969696969682,107.06103636363632,56,41.910714285714285,0,0
4657,33.838961038961045,22.674025974025977,0.0,27,-0.0182802197802202,82.32221978021978,66,63.07792207792208,0,0
4909,42.023776223776224,25.11398601398601,0.0,12,0.0347234432234441,81.45948412698412,63,48.42657342657343,0,0
5000,15.205755395683456,13.09568345323741,0.0,30,-2.572649999999994,131.4653777777777,58,80.1611510791367,1,0
7004,42.26715328467153,21.32846715328467,0.0,6,-0.0654335664335638,112.2468846153846,44,49.58394160583941,0,0
4381,44.91612903225806,28.82387096774194,0.0,14,-0.0401290640394066,86.4655310344827,70,46.92258064516129,0,0
4909,17.41898734177215,12.899367088607592,0.0,12,-2.3873106295149675,124.16636257309948,63,83.17088607594937,0,0
4318,33.18397435897436,20.96602564102564,0.0,3,-0.5674809491978619,83.91939215686273,71,49.73076923076923,1,0
7004,29.82396694214876,18.568595041322315,0.0,6,-0.2968060606060536,112.94432727272718,44,54.85289256198346,0,0
5000,43.22758620689656,25.287068965517243,0.0,0,-0.2059740259740244,96.052,52,58.55603448275862,0,0
5000,25.715625,20.50546875,0.0,21,-0.2445170940170934,87.8819814814815,66,67.528125,0,0
5793,43.52751677852349,28.885234899328864,0.0,15,-0.0869887069452269,88.48088142292487,53,33.275838926174494,0,0
5412,23.652866242038225,18.22738853503185,0.0,5,-0.2335696969696969,101.0699636363636,57,48.82165605095541,0,0
4259,36.10569620253165,21.50443037974684,0.0,10,-0.0930205645161301,79.59634072580644,72,54.10822784810126,0,0
5793,49.31127819548872,33.1015037593985,0.0,15,-0.0031178571428574,85.89915833333335,53,32.285714285714285,0,0
4381,44.91612903225806,28.82387096774194,0.0,14,-1.1667714285714317,91.3420952380952,70,46.92258064516129,0,0
4909,42.023776223776224,25.11398601398601,0.0,12,0.0147046153846152,83.21598461538463,63,48.42657342657343,0,0
5000,22.77350993377484,18.926490066225167,0.0,22,-1.4415225885225875,113.38408994708996,57,57.25165562913907,0,0
5281,28.4656050955414,24.519108280254777,0.0,1,-0.1679209486166025,93.26791304347827,58,59.05477707006369,0,0
4909,23.2608,18.0304,0.0,12,-0.2315402930402917,84.98769047619047,63,71.1368,0,0
6174,31.79256756756757,26.09189189189189,0.0,25,0.4661991744066061,92.5405847953216,50,57.79054054054054,0,0
4361,24.569911504424784,17.797345132743363,0.0,8,-0.3711176923076923,98.71797230769232,70,73.38053097345133,1,0
5793,43.52751677852349,28.885234899328864,0.0,15,-0.2907498588368145,92.34696442687743,53,33.275838926174494,0,0
5412,36.68903225806452,27.11741935483871,0.0,19,-0.0920710784313714,94.6332745098039,57,59.42580645161291,0,0
4309,46.04910179640718,23.01077844311377,0.0,29,-1.1911487684729032,102.53435862068956,71,76.07784431137725,0,0
4361,24.569911504424784,17.797345132743363,0.0,8,-0.3609650349650354,100.722141025641,70,73.38053097345133,1,0
5412,44.664,28.521999999999995,0.0,19,0.2404142857142865,91.72533793103445,57,59.00666666666667,0,0
4259,36.10569620253165,21.50443037974684,0.0,10,0.0412285714285711,75.02185714285713,72,54.10822784810126,0,0
4361,41.26111111111111,20.762962962962963,0.0,8,1.8679500000000016,75.25731111111106,70,28.925925925925927,0,0
4657,41.09610389610391,24.132467532467533,0.0,27,-0.0979329205366359,84.37837426900585,66,63.44155844155844,1,0
7004,28.24066666666667,17.873333333333335,0.0,6,0.1639505494505468,112.42083516483515,44,61.92666666666667,1,0
4909,17.41898734177215,12.899367088607592,0.0,12,-2.309678018575853,123.41548538011698,63,83.17088607594937,0,0
5000,47.14968944099379,25.43540372670808,0.0,4,0.900400000000008,109.6940666666666,51,59.49068322981366,0,0
