CircuitLength,cumulative_laps,TrackTemp,AirTemp,stint_num,EventEncoded,Humidity,Rainfall,SafetyCar
5000,14,21.75696202531645,19.13860759493671,2,23,61.947468354430384,1,0
6174,50,31.79256756756757,26.09189189189189,2,25,57.79054054054054,0,0
4361,48,41.26111111111111,20.762962962962963,2,8,28.925925925925927,0,0
4259,54,30.80588235294118,19.00588235294118,2,10,60.96078431372549,0,0
7004,24,42.26715328467153,21.32846715328467,2,6,49.58394160583941,0,0
5000,34,15.205755395683456,13.09568345323741,2,30,80.1611510791367,1,0
5513,37,37.47080745341616,28.148447204968942,2,32,61.19254658385093,0,0
4657,42,41.09610389610391,24.132467532467533,2,27,63.44155844155844,1,0
5891,21,30.02610837438424,18.25320197044335,2,7,59.748768472906406,1,0
5793,51,42.928205128205136,29.330128205128204,2,15,42.32051282051282,0,0
6174,50,28.40921052631579,25.42039473684211,2,25,59.66447368421053,0,0
5807,34,42.070253164556966,27.28860759493671,2,16,42.31645569620253,0,0
7004,25,28.24066666666667,17.873333333333335,2,6,61.92666666666667,1,0
5793,26,41.201398601398594,28.090909090909093,2,15,40.12447552447553,0,0
4259,51,30.80588235294118,19.00588235294118,2,10,60.96078431372549,0,0
7004,44,28.24066666666667,17.873333333333335,2,6,61.92666666666667,1,0
5891,14,30.02610837438424,18.25320197044335,2,7,59.748768472906406,1,0
5000,33,15.205755395683456,13.09568345323741,2,30,80.1611510791367,1,0
5412,27,28.61042944785276,23.617791411042944,2,5,29.49079754601227,0,0
4381,41,48.579268292682926,28.808536585365857,2,14,32.80487804878049,0,0
5513,30,37.47080745341616,28.148447204968942,2,32,61.19254658385093,0,0
5000,8,18.18089171974522,15.82547770700637,2,30,93.5248407643312,0,0
5412,35,28.61042944785276,23.617791411042944,2,5,29.49079754601227,0,0
5513,20,37.47080745341616,28.148447204968942,2,32,61.19254658385093,0,0
4657,50,33.838961038961045,22.674025974025977,2,27,63.07792207792208,0,0
7004,25,36.08397435897436,21.78717948717949,2,6,40.51923076923077,0,0
5891,52,30.94105960264901,21.473509933774835,2,7,56.18543046357616,0,0
5891,22,50.93152173913043,29.4,2,7,37.202173913043474,0,0
4657,37,48.957317073170735,36.56585365853658,2,27,7.109756097560975,0,0
5412,37,28.61042944785276,23.617791411042944,2,5,29.49079754601227,0,0
5412,57,44.664,28.521999999999995,2,19,59.00666666666667,0,0
4309,47,46.04910179640718,23.01077844311377,2,29,76.07784431137725,0,0
7004,32,36.08397435897436,21.78717948717949,2,6,40.51923076923077,0,0
7004,29,36.08397435897436,21.78717948717949,2,6,40.51923076923077,0,0
4304,34,45.63947368421053,25.547368421052628,2,18,23.55263157894737,0,0
5412,19,27.548148148148147,25.09907407407407,2,5,67.84722222222223,0,0
5412,34,23.652866242038225,18.22738853503185,2,5,48.82165605095541,0,0
5891,52,30.94105960264901,21.473509933774835,2,7,56.18543046357616,0,0
4657,31,41.09610389610391,24.132467532467533,2,27,63.44155844155844,1,0
5891,17,50.93152173913043,29.4,2,7,37.202173913043474,0,0
5412,28,44.664,28.521999999999995,2,19,59.00666666666667,0,0
5891,52,30.94105960264901,21.473509933774835,2,7,56.18543046357616,0,0
5412,32,31.01180124223602,27.43167701863354,2,5,21.496894409937887,0,0
5807,6,37.50110497237569,21.69116022099448,2,16,43.430939226519335,0,0
7004,44,29.82396694214876,18.568595041322315,2,6,54.85289256198346,0,0
5412,28,23.652866242038225,18.22738853503185,2,5,48.82165605095541,0,0
5513,26,37.47080745341616,28.148447204968942,2,32,61.19254658385093,0,0
5412,16,42.81975308641975,30.617283950617285,2,19,58.858024691358025,1,0
7004,26,36.08397435897436,21.78717948717949,2,6,40.51923076923077,0,0
4657,45,33.838961038961045,22.674025974025977,2,27,63.07792207792208,0,0
4318,42,46.42097902097903,29.42587412587413,2,3,35.00699300699301,1,0
